Snake,Nstar,Nnode,sri_final_grade,l_median,b_median,parallax_median,Loga_part_p50,median_pml_lsr,median_pmb_lsr
22,265,5,Bronze,256.652480628591,19.83660804009599,0.4658113955676268,9.032649546511628,-5.794734199552245,-0.8051971458040683
23,254,5,Bronze,46.33525384676598,-39.17961062847186,0.843367626457771,9.66296456716418,-3.134759409777708,-2.163339860404994
24,164,2,Gold,302.30331674103377,15.318827711662058,0.4565606598124293,8.045200024719101,-6.885309277384376,0.107918116578392
25,128,2,Silver,353.7710415512447,-10.747063250268358,0.3736734684170572,7.930645,-1.7438484127506777,-0.1060525801400534
26,156,2,Silver,323.9407262644979,39.39324868160909,0.6016987283222868,9.266516623529412,-5.051875815547307,-0.1941079289003056
27,197,3,Silver,297.24975091721086,47.95493076144954,0.826338186404354,9.69055747368421,-0.7380589658565611,0.9273477852462686
28,314,2,Gold,340.4521948964675,70.54507940287476,1.0363440640498878,9.726847244444444,-0.4037016111479025,-2.0134033854622677
29,140,2,Gold,319.51296800373075,73.55180705858433,0.9786879801305156,9.703613285714288,-1.875467265547888,-1.5435414421483815
30,229,3,Gold,271.1159096623282,-21.23516978565653,0.467570217190062,9.068268,-5.735184516082056,0.6810133524600296
31,228,3,Gold,262.49574040003887,-24.31775489815751,0.5106176932536086,9.392732565934066,-4.982211999358565,1.3901434903308665
32,94,2,Bronze,313.7167603708192,19.374747235667456,0.5426586192840004,9.549103,-6.219653838311695,0.3593198893826957
33,196,3,Gold,302.15465442703226,-11.465770231078576,0.4442681926362439,8.848317,-4.8968527997104445,-0.9444285800386508
34,158,2,Silver,79.17978183393997,39.12802760095353,1.12044224317978,9.8580453697479,-12.074122007383908,-1.420638403068392
35,146,3,Gold,259.1507066182968,-10.673672526588572,0.3854108816295704,7.664452133333333,-4.413495464451948,0.010254167131615
36,383,2,Silver,105.36873167143524,9.460279330160953,0.4108132674747775,8.142862,-3.9750935950249016,1.1953043876560714
37,178,3,Silver,328.5121407047577,28.6094596262813,0.6844190802711434,9.626729673913044,-6.235422939043145,1.4917885503210186
38,103,2,Gold,352.03615783293674,-12.997605777312378,0.4398300798629153,8.067713,-0.6146072226244732,-1.824666166803228
39,305,2,Gold,223.5668741773772,12.168528088067609,0.3641304110932398,6.644326,-1.4076239638920882,-0.7544536514160863
40,310,4,Bronze,289.4126028369035,-43.98711208233903,0.9967299501109448,9.8073369875,-4.976920322276755,0.1100987684635386
41,436,4,Gold,254.4849220429724,-31.616267292421927,0.6253539796416945,9.530288155172414,-2.3215024249475,1.8337924815785087
42,210,2,Silver,267.2987127675418,-13.47742935377665,0.5601581836592484,8.948437461538461,-6.660932358466454,0.53591240452958
43,334,4,Bronze,320.580727048647,23.058671010549794,0.7579745821806964,9.5637306,-8.33468912843778,0.5956995657358893
44,364,4,Gold,29.50809050761996,-23.41038966611579,0.5611852121728766,9.4215481,-3.074245508484381,-0.4343738181121843
45,339,2,Gold,104.17624180582676,4.675321601593228,0.3699112902684162,6.7962008,-4.737530262396542,0.2585663143011463
46,305,3,Gold,290.49849858124617,16.865795777727815,0.6061601071728583,9.116313409836064,-7.3349339685370145,-0.153294885290225
47,393,4,Bronze,72.75248782060487,36.252794688248336,0.6937866653918466,9.68027701724138,-3.0887685203152566,-0.0051329012865503
48,215,4,Gold,324.61176411871986,8.915093850128052,0.4574364407021835,8.904387794117648,-4.254945533914299,0.7521353834812198
49,625,5,Bronze,13.34025124377991,33.04681248315113,0.8699899394224873,9.407393794117649,-5.731065157649755,-0.3196474455567544
50,78,2,Bronze,127.19240960185104,7.383817378414791,0.482507069892743,8.458787571428571,-4.251519560770503,0.4624198291932001
51,327,6,Silver,236.63582225287945,8.004564579088974,0.3839406769813164,7.1767823625,-2.922179517841527,-1.0836262187677894
52,400,4,Silver,302.90042465299206,-18.889728386974312,0.8037419218403354,9.407068,-1.5599767345939823,0.0340066418186887
53,292,5,Bronze,329.661898586829,-25.35574994250841,0.7538016583161519,9.54652494117647,-7.15522006870868,-1.008562205879759
54,121,2,Silver,212.6016091014694,23.45963989294869,0.5749367388845763,9.064528,-0.7370866531188459,-1.362445260344593
55,517,6,Silver,328.0031047893146,-14.130178356328903,0.5822647418580384,9.395005617647058,-6.297306675728479,-0.679683606802597
56,161,3,Gold,125.30748459430563,20.928794536061115,0.7058631822944151,9.47502202173913,-4.395729003881391,0.634607110281657
57,172,2,Bronze,308.9082623179867,-11.111332495826236,0.4789148214188157,8.809512,-4.7190096800837615,-0.6563396734834857
58,1052,3,Bronze,205.94517796043692,-12.552018690295675,0.89674828842855,8.996546,-6.01205962636408,0.3463349914173304
59,134,2,Gold,75.87775375990992,-11.76842875795506,0.4250627274768266,8.829764957142858,-5.069745383181876,0.390966497797556
60,145,2,Gold,324.9462110012982,13.828701060301366,0.5289059095633637,9.118412631578948,-1.863784446956739,0.1542490908969767
61,244,4,Bronze,72.19604532334989,-10.677152327146985,0.439536413265807,8.82140347368421,-7.236954243603556,0.445660822373638
62,114,2,Gold,321.86632858796645,13.23262330797677,0.7015087400260152,9.324170957142858,-6.27584787953141,0.8622684974928322
63,353,5,Bronze,276.5883555925214,-38.49622990903787,1.4059763040990152,9.537332452380952,-11.490038062240998,0.5246087565855189
64,94,2,Gold,128.0562587920602,32.79960177412976,0.6541882990617967,9.42001780909091,-2.559649028225352,1.6324199183596289
65,199,3,Silver,268.6736182807555,3.2175683381838653,0.4396022040202518,7.772988038957055,-7.296050861250352,-0.6117259301599863
66,979,5,Gold,235.4534211078467,-1.977568110311102,0.3533266111938842,6.944864,-3.823100722529313,-0.2156517009282561
67,243,3,Gold,80.00781872899479,8.282750407894493,0.5117029765412858,8.40221,-7.708998447683098,0.0662173647331191
68,185,2,Gold,274.7926062287957,20.77832682333968,0.8169515973447178,9.403542138686133,-8.588023130316301,-0.9754699095178344
69,226,3,Gold,294.0000001536739,-4.068377036839239,0.3524597437034823,7.154523261290323,-6.258983635261672,-0.0564880049253977
70,1272,6,Bronze,73.95937307332065,8.486946936631448,0.389575613529581,8.60227899,-5.302058394987847,1.060533938337474
